# HOSTNAME = prod2-0175
llc_load_misses,bs,rep,wall_time,algo,l1_load_misses
63049353,296,2,1.886798449,tiled,448368320
63721791,297,2,1.893486907,tiled,449356731
63589056,298,2,1.889559704,tiled,450100345
63774239,299,2,1.89169906,tiled,451164396
63532330,300,2,1.892211186,tiled,451714849
63850336,362,2,1.903660289,tiled,449827709
63279444,512,2,1.919407223,tiled,450430607
62294637,724,2,1.966303181,tiled,451638628
60620532,1024,2,1.965548682,tiled,451157878
61399765,1448,2,1.985521558,tiled,450965571
74452887,2048,2,2.169447948,tiled,450807505
75909720,2896,2,2.292548126,tiled,450739589
71889581,4096,2,2.344829091,tiled,451628272
69399872,5793,2,2.248825629,tiled,451842308
62659913,8192,2,2.193070884,tiled,451670018
56830658,11585,2,2.173050904,tiled,451759328
44230505,16384,2,2.064650341,tiled,451624772
43716880,23170,2,2.007962067,tiled,453126968
43722355,32768,2,2.007224382,tiled,453137717
43721217,46341,2,2.008127717,tiled,453118557
43724615,65536,2,2.008847232,tiled,453138691
43723813,92682,2,2.00777128,tiled,453128669
43722341,131072,2,2.008504917,tiled,453120284
43718423,185364,2,2.007364342,tiled,453119629
43723586,262144,2,2.008918603,tiled,453132538
43726444,370728,2,2.007362753,tiled,453127564
43717223,524288,2,2.00787714,tiled,453117047
43720504,741455,2,2.007969998,tiled,453128825
43697527,1,3,2.007452308,ij,453093575
43697682,1,3,2.00774585,ji,453091658
42359751,1,3,2.432648273,tiled,451684614
42361094,2,3,2.144395811,tiled,288286672
42758063,3,3,1.950515147,tiled,305897576
42365236,4,3,1.781085572,tiled,270913988
42761303,5,3,2.024310381,tiled,247025696
42749153,6,3,1.979902891,tiled,219456229
42817614,7,3,1.91079158,tiled,210258440
42346670,8,3,1.841002434,tiled,166033508
42742941,9,3,1.828471939,tiled,197842597
42686230,10,3,1.822823103,tiled,190576041
42677903,11,3,1.950253246,tiled,192086246
42595640,12,3,1.918898297,tiled,179721953
42639838,13,3,1.897044908,tiled,188140975
42612524,14,3,1.873583367,tiled,183694939
42616150,15,3,1.853367328,tiled,185253760
42383343,16,3,1.820376378,tiled,165869360
42622644,17,3,1.816239511,tiled,183032181
42613032,18,3,1.798153913,tiled,179857946
42617430,19,3,1.788515979,tiled,181299395
42582885,20,3,1.782392091,tiled,174384491
42628106,21,3,1.826474142,tiled,179875988
42618463,22,3,1.879471721,tiled,177391007
42624374,23,3,1.810987579,tiled,178720486
42538807,24,3,1.791479591,tiled,166137992
42612785,25,3,1.79183037,tiled,177807849
42632475,26,3,1.784915419,tiled,175812733
42666962,27,3,1.779580858,tiled,177407603
42639941,28,3,1.771855121,tiled,172240879
42723381,29,3,1.768144032,tiled,177618637
42783468,30,3,1.772892056,tiled,175932589
42867549,31,3,1.789622512,tiled,177724104
42587291,32,3,1.766130476,tiled,165983064
42942824,33,3,1.780561188,tiled,178122178
42932355,34,3,1.798924168,tiled,177070284
43024091,35,3,1.819838084,tiled,179432147
42948556,36,3,1.847364197,tiled,175026362
43176980,37,3,1.814588706,tiled,181402205
43208138,38,3,1.810016082,tiled,180789582
43440307,39,3,1.81460852,tiled,184360822
43066834,40,3,1.802822666,tiled,171048756
43721856,41,3,1.826722783,tiled,187293370
43804474,42,3,1.826821783,tiled,186195262
44266652,43,3,1.83217058,tiled,189316709
44013285,44,3,1.821446369,tiled,183787208
44818586,45,3,1.831265877,tiled,190344138
44867996,46,3,1.828638265,tiled,188623193
45408796,47,3,1.830931083,tiled,190381995
44051807,48,3,1.803189364,tiled,178250423
45880038,49,3,1.833312392,tiled,189686422
45764318,50,3,1.831814516,tiled,187663599
46286930,51,3,1.842477009,tiled,188849804
45613938,52,3,1.829827687,tiled,183859161
46738102,53,3,1.844636466,tiled,188064060
46650753,54,3,1.84036592,tiled,186167675
47203987,55,3,1.844511335,tiled,187290396
45424083,56,3,1.821391713,tiled,176921978
47652636,57,3,1.844378044,tiled,186548628
47461323,58,3,1.838594233,tiled,184819963
48477045,59,3,1.847485952,tiled,185847677
47341947,60,3,1.839396267,tiled,181507079
48939790,61,3,1.849939577,tiled,185284890
48635693,62,3,1.825407799,tiled,183658197
49187204,63,3,1.85303934,tiled,184731196
46420484,64,3,1.81867373,tiled,175595644
49371867,65,3,1.839443008,tiled,184171016
49008089,66,3,1.856128351,tiled,182696512
49547638,67,3,1.837342785,tiled,183677408
48325511,68,3,1.830557142,tiled,179811389
49630548,69,3,1.83745,tiled,183086731
49174882,70,3,1.835751249,tiled,181704847
49588164,71,3,1.831279953,tiled,182515380
46782720,72,3,1.806253258,tiled,174426613
49644079,73,3,1.849008031,tiled,182091356
49230615,74,3,1.845860055,tiled,180840181
49865415,75,3,1.848922355,tiled,181650411
48312309,76,3,1.825020184,tiled,178301155
50088450,77,3,1.848052626,tiled,181281986
49751873,78,3,1.845312575,tiled,180055587
50459079,79,3,1.842132661,tiled,180888305
46788888,80,3,1.822242421,tiled,173759670
50717818,81,3,1.858330797,tiled,180519691
50320102,82,3,1.853798858,tiled,179352797
50920360,83,3,1.858208233,tiled,180089569
49528913,84,3,1.855170495,tiled,177112343
51195738,85,3,1.862266678,tiled,179767150
50815868,86,3,1.86190779,tiled,178709016
51351635,87,3,1.861635045,tiled,179466308
48166139,88,3,1.840388459,tiled,172963706
52156708,89,3,1.924902795,tiled,179187982
51468589,90,3,1.854910563,tiled,178095893
52069925,91,3,1.871191944,tiled,178845651
50753127,92,3,1.866168131,tiled,176159129
52507449,93,3,1.876703243,tiled,178563856
52220668,94,3,1.868103075,tiled,177578672
52863160,95,3,1.880109885,tiled,178281747
49476470,96,3,1.852141192,tiled,172437454
53102631,97,3,1.88317353,tiled,178005243
52755348,98,3,1.882267506,tiled,177122242
53364655,99,3,1.88250406,tiled,177771986
52099603,100,3,1.870463532,tiled,175299094
53513211,101,3,1.880302573,tiled,177564927
53958868,102,3,1.888898116,tiled,176656882
53752883,103,3,1.88219164,tiled,177307776
50818857,104,3,1.857023166,tiled,171945759
53719553,105,3,1.879714677,tiled,177106225
53338130,106,3,1.877974352,tiled,176232363
53833223,107,3,1.877161861,tiled,176898016
52531479,108,3,1.848702372,tiled,174577574
53811670,109,3,1.869775136,tiled,176675949
53405889,110,3,1.862001167,tiled,175835692
53886316,111,3,1.87386163,tiled,176473049
51104568,112,3,1.849441712,tiled,171473221
53925345,113,3,1.867218601,tiled,176296355
53530572,114,3,1.862364538,tiled,175462254
54003662,115,3,1.864518034,tiled,176082732
52897320,116,3,1.853529467,tiled,173996411
54201404,117,3,1.863089004,tiled,175880805
53831209,118,3,1.85678888,tiled,175137735
54406060,119,3,1.867120411,tiled,175772688
51835474,120,3,1.841055908,tiled,171057163
54506855,121,3,1.859141592,tiled,175570287
54191282,122,3,1.854315483,tiled,174865693
54663655,123,3,1.862217241,tiled,175424142
53675447,124,3,1.851993932,tiled,173464011
54869933,125,3,1.861236433,tiled,175251877
54513768,126,3,1.858221325,tiled,174552859
54945871,127,3,1.860742784,tiled,175110575
52563864,128,3,1.845319079,tiled,170818897
55083930,129,3,1.860081553,tiled,175077205
54825887,130,3,1.857078353,tiled,174482157
55004442,131,3,1.857857839,tiled,175098333
54359206,132,3,1.854958796,tiled,173324356
55458481,133,3,1.861911134,tiled,175178843
55233237,134,3,1.858161272,tiled,174563481
55676932,135,3,1.861432544,tiled,175189676
53608515,136,3,1.846066626,tiled,171091486
55841994,137,3,1.862741481,tiled,175227756
55639180,138,3,1.859126154,tiled,174671485
56148582,139,3,1.860588926,tiled,175268169
55171834,140,3,1.857604087,tiled,173594981
56417058,141,3,1.864152517,tiled,175331466
56083472,142,3,1.863461576,tiled,174858119
56878056,143,3,1.90252568,tiled,175425475
54338911,144,3,1.850647,tiled,171824036
57094542,145,3,1.865324984,tiled,175506596
56957739,146,3,1.863341982,tiled,174998663
57390246,147,3,1.865952588,tiled,175525789
56514310,148,3,1.860035027,tiled,173999806
57701249,149,3,1.864128988,tiled,175557286
57625763,150,3,1.86154268,tiled,175084286
58197816,151,3,1.86245635,tiled,175662023
55855208,152,3,1.851565631,tiled,172141205
58441377,153,3,1.861456903,tiled,175659371
58258844,154,3,1.860204597,tiled,175148249
58813325,155,3,1.863985423,tiled,175751311
57886273,156,3,1.859037401,tiled,174274675
58994596,157,3,1.864431875,tiled,175763601
58864575,158,3,1.85958803,tiled,175288656
59334362,159,3,1.864687047,tiled,175843542
56885006,160,3,1.852853307,tiled,172523487
59638597,161,3,1.864908782,tiled,176095495
59550788,162,3,1.863872328,tiled,175904875
59850181,163,3,1.86597246,tiled,176610352
59131909,164,3,1.861145674,tiled,175349019
60182464,165,3,1.867484113,tiled,177072996
59915454,166,3,1.864099404,tiled,176778485
60323729,167,3,1.866899826,tiled,177453172
58595207,168,3,1.856866068,tiled,174348184
60564857,169,3,1.867431172,tiled,177882816
60434807,170,3,1.868625873,tiled,177580300
60770190,171,3,1.869068847,tiled,178252860
60100325,172,3,1.864870616,tiled,177034069
60951962,173,3,1.873328184,tiled,178699617
60830964,174,3,1.87469234,tiled,178286740
61143847,175,3,1.872589533,tiled,178838049
59365311,176,3,1.860116116,tiled,175858271
61158012,177,3,1.8734051,tiled,179156196
61186398,178,3,1.874451437,tiled,178937620
61249793,179,3,1.875986221,tiled,179519869
60884697,180,3,1.870752282,tiled,178370519
61347760,181,3,1.876281923,tiled,179878249
61190185,182,3,1.87633884,tiled,179590989
61384215,183,3,1.879180124,tiled,180235459
60338454,184,3,1.866826869,tiled,177254601
61403234,185,3,1.872434075,tiled,180567613
61217058,186,3,1.872064072,tiled,180243830
61439089,187,3,1.877816644,tiled,180909772
61016654,188,3,1.872863963,tiled,179770090
61482071,189,3,1.872036058,tiled,181273905
61358958,190,3,1.867311334,tiled,180917847
61685049,191,3,1.873566486,tiled,181580130
60331012,192,3,1.863036057,tiled,178751577
61554459,193,3,1.873796898,tiled,182266436
61433264,194,3,1.869430769,tiled,182324047
61677087,195,3,1.871925432,tiled,183357532
61293184,196,3,1.868246366,tiled,182620717
61723956,197,3,1.90992852,tiled,184531307
61666454,198,3,1.87955651,tiled,184645062
61804148,199,3,1.876390094,tiled,185670245
60987802,200,3,1.862080139,tiled,183367120
61829791,201,3,1.871892061,tiled,186928378
61810048,202,3,1.869764627,tiled,187271336
61882112,203,3,1.870263875,tiled,188267280
61681648,204,3,1.869214872,tiled,187804715
62089770,205,3,1.873459008,tiled,189829531
62004712,206,3,1.872482353,tiled,190420648
62204844,207,3,1.874064658,tiled,191626893
60737786,208,3,1.863401409,tiled,189243729
62253520,209,3,1.876251083,tiled,193139019
62037114,210,3,1.874892519,tiled,193210639
62222992,211,3,1.876395385,tiled,194467897
61827216,212,3,1.871817934,tiled,193736312
62253396,213,3,1.873211582,tiled,195811936
62221645,214,3,1.87920464,tiled,196179939
62337508,215,3,1.877285686,tiled,197148603
61267662,216,3,1.867799361,tiled,194758115
62461402,217,3,1.878160489,tiled,198650495
62236460,218,3,1.878866578,tiled,198850151
62496427,219,3,1.879430272,tiled,200201706
62079576,220,3,1.873444583,tiled,199352357
62564509,221,3,1.879375746,tiled,201558883
62668914,222,3,1.878085976,tiled,201954945
62615992,223,3,1.879019162,tiled,202923101
61331606,224,3,1.86830639,tiled,200461690
62803758,225,3,1.878214226,tiled,206176087
62577388,226,3,1.876317334,tiled,207672336
62770524,227,3,1.881745252,tiled,210562639
62378795,228,3,1.873264428,tiled,211300708
62756611,229,3,1.87575881,tiled,214860714
62659240,230,3,1.875672057,tiled,216826179
62877261,231,3,1.879191512,tiled,219424750
61798094,232,3,1.870566817,tiled,218245457
62561799,233,3,1.875632076,tiled,224087601
62775153,234,3,1.878631886,tiled,225765595
62889872,235,3,1.879518438,tiled,228507743
62500664,236,3,1.854945261,tiled,229648749
63159371,237,3,1.881023798,tiled,233326936
62873249,238,3,1.880301504,tiled,235314112
63029784,239,3,1.87991214,tiled,238506348
61877917,240,3,1.871480384,tiled,237563190
63104371,241,3,1.879692777,tiled,242881084
62934279,242,3,1.877950172,tiled,244948569
63201128,243,3,1.880632531,tiled,248066730
62740220,244,3,1.875403206,tiled,248140730
63151537,245,3,1.881324456,tiled,252217623
63070702,246,3,1.878493725,tiled,254346712
63242481,247,3,1.877367376,tiled,256608047
62274419,248,3,1.87205899,tiled,255173580
63218695,249,3,1.878644867,tiled,261633520
63193234,250,3,1.883546605,tiled,263762274
63311711,251,3,1.924499185,tiled,265749171
62874435,252,3,1.88786151,tiled,266741931
63476725,253,3,1.876987388,tiled,271133112
63280433,254,3,1.878733296,tiled,272143668
63479929,255,3,1.883284252,tiled,275126601
62476699,256,3,1.876436062,tiled,273752070
63423864,257,3,1.8823015,tiled,284253175
63386993,258,3,1.881407719,tiled,288842073
63431922,259,3,1.883600159,tiled,295810768
63119558,260,3,1.881100288,tiled,300810886
63493510,261,3,1.883899984,tiled,308229609
63274404,262,3,1.882003307,tiled,312854173
63394459,263,3,1.885147148,tiled,319740115
62698160,264,3,1.879239155,tiled,322900537
63500765,265,3,1.884324685,tiled,331358881
63332234,266,3,1.884324417,tiled,336298712
63405661,267,3,1.886872313,tiled,342985867
63139403,268,3,1.884475394,tiled,348257188
63562134,269,3,1.888434782,tiled,354060286
63400634,270,3,1.885060238,tiled,359281052
63486293,271,3,1.886605787,tiled,366191846
62561860,272,3,1.880269793,tiled,370147857
63569480,273,3,1.889162282,tiled,377063244
63429146,274,3,1.886528252,tiled,381447349
63482856,275,3,1.885364841,tiled,387652207
63218872,276,3,1.888503795,tiled,392804807
63615814,277,3,1.89121224,tiled,399077992
63473224,278,3,1.885533525,tiled,401863231
63512759,279,3,1.88947724,tiled,407699839
62760902,280,3,1.890633747,tiled,411840815
63629331,281,3,1.891994686,tiled,419261206
63526509,282,3,1.888477274,tiled,421513197
63649541,283,3,1.890313976,tiled,426676288
63165143,284,3,1.884539848,tiled,431679559
63710137,285,3,1.892839904,tiled,437840936
63625055,286,3,1.893142076,tiled,441518722
63760454,287,3,1.891632152,tiled,444667313
62730081,288,3,1.887827168,tiled,448997819
63634905,289,3,1.891904375,tiled,450847285
63618470,290,3,1.891414188,tiled,451697717
63671174,291,3,1.892660869,tiled,449469578
63370434,292,3,1.888737857,tiled,448874570
63643225,293,3,1.893826425,tiled,450123395
63574132,294,3,1.894208666,tiled,450978382
63775320,295,3,1.89563566,tiled,452044878
63041689,296,3,1.887572801,tiled,448352060
63715847,297,3,1.89266976,tiled,449340550
63574754,298,3,1.895629318,tiled,450090040
63761011,299,3,1.895642481,tiled,451165630
63529193,300,3,1.891717895,tiled,451718457
63859950,362,3,1.902288046,tiled,449831904
63287388,512,3,1.918532913,tiled,450424088
62323738,724,3,1.968397972,tiled,451640946
60160617,1024,3,2.021350866,tiled,451182201
61427548,1448,3,1.985290437,tiled,450961262
74446878,2048,3,2.177338315,tiled,450818247
75909612,2896,3,2.292529233,tiled,450742810
71926210,4096,3,2.257206908,tiled,451595151
69398494,5793,3,2.251234997,tiled,451841139
62651777,8192,3,2.193239179,tiled,451675166
56824455,11585,3,2.173640215,tiled,451764225
44234417,16384,3,2.066865648,tiled,451609797
43720126,23170,3,2.007926588,tiled,453132761
43714064,32768,3,2.005778447,tiled,453115713
43718314,46341,3,2.007155012,tiled,453126439
43726269,65536,3,2.008965425,tiled,453133628
43715635,92682,3,2.007586257,tiled,453123861
43733012,131072,3,2.004876741,tiled,453123625
43719549,185364,3,2.007950689,tiled,453123580
43720409,262144,3,2.007077851,tiled,453143475
43717720,370728,3,2.006678112,tiled,453125462
43716092,524288,3,2.00797542,tiled,453130716
43716318,741455,3,2.006850944,tiled,453122157
43700660,1,4,2.008061994,ij,453084088
43699433,1,4,2.00856208,ji,453091986
42360601,1,4,2.434458868,tiled,451693700
42364193,2,4,2.141324946,tiled,288284478
42754227,3,4,1.950361601,tiled,305907251
42371785,4,4,1.77191114,tiled,270884484
42762596,5,4,2.01863762,tiled,247005165
42755300,6,4,1.974854656,tiled,219442544
42805345,7,4,1.920843352,tiled,210325098
42348836,8,4,1.841737133,tiled,166129371
42745301,9,4,1.82777634,tiled,197911080
42691531,10,4,1.822375209,tiled,190598711
42684058,11,4,1.949164745,tiled,192079727
42593803,12,4,1.916394229,tiled,179712875
42638141,13,4,1.896052272,tiled,188141886
42609109,14,4,1.874508719,tiled,183681463
42617832,15,4,1.853836707,tiled,185255760
42388840,16,4,1.819270816,tiled,165879376
42627166,17,4,1.810318046,tiled,183037562
42617681,18,4,1.798084247,tiled,179863471
42616194,19,4,1.78794634,tiled,181304388
42579982,20,4,1.779803236,tiled,174398511
42617458,21,4,1.827810552,tiled,179892033
42611492,22,4,1.818668264,tiled,177417274
42620573,23,4,1.811813859,tiled,178708942
42541060,24,4,1.791790125,tiled,166144615
42610795,25,4,1.794637084,tiled,177818764
42626281,26,4,1.78387366,tiled,175812584
42657920,27,4,1.780773061,tiled,177420396
42638254,28,4,1.772648852,tiled,172251143
42719205,29,4,1.769630471,tiled,177620327
42782159,30,4,1.774567503,tiled,175936978
42884421,31,4,1.842745684,tiled,177751401
42591939,32,4,1.76778141,tiled,165987042
42938129,33,4,1.789386433,tiled,178138581
42951861,34,4,1.79796771,tiled,177066429
43004717,35,4,1.812965678,tiled,179442622
42949736,36,4,1.810918602,tiled,175009755
43167602,37,4,1.808167055,tiled,181388985
43233852,38,4,1.805177195,tiled,180788895
43416797,39,4,1.786873348,tiled,184342944
43090043,40,4,1.793402448,tiled,171054351
43693994,41,4,1.816416711,tiled,187309245
43834035,42,4,1.801177046,tiled,186178217
44235173,43,4,1.815614601,tiled,189329410
44040195,44,4,1.81474953,tiled,183792408
44844240,45,4,1.825470547,tiled,190339638
44942665,46,4,1.82695891,tiled,188610431
45438713,47,4,1.830548895,tiled,190369927
44063220,48,4,1.804115785,tiled,178260034
45895414,49,4,1.834271121,tiled,189680955
45819007,50,4,1.830738941,tiled,187665874
46305722,51,4,1.841942568,tiled,188857487
45672173,52,4,1.83174217,tiled,183861044
46766579,53,4,1.838213008,tiled,188075980
46715145,54,4,1.84033888,tiled,186180889
47238124,55,4,1.84554509,tiled,187286132
45422794,56,4,1.810558331,tiled,176945847
47675271,57,4,1.843852548,tiled,186562008
47498091,58,4,1.838141097,tiled,184814161
48497073,59,4,1.847949154,tiled,185861284
47348626,60,4,1.839550081,tiled,181499799
48939027,61,4,1.824695028,tiled,185285053
48686780,62,4,1.853516606,tiled,183670180
49232394,63,4,1.854839625,tiled,184740345
46430373,64,4,1.828623703,tiled,175591787
49392557,65,4,1.851651929,tiled,184172621
49064039,66,4,1.849554391,tiled,182689736
49593150,67,4,1.854873027,tiled,183672046
48383727,68,4,1.841462419,tiled,179806164
49671775,69,4,1.850709541,tiled,183102522
49252183,70,4,1.844159722,tiled,181707013
49644349,71,4,1.844179424,tiled,182513399
46823809,72,4,1.817528169,tiled,174431207
49700900,73,4,1.838255646,tiled,182086541
49231558,74,4,1.831787854,tiled,180837427
49903354,75,4,1.850967046,tiled,181654821
48306225,76,4,1.8308276,tiled,178314511
50160777,77,4,1.851534098,tiled,181297329
49753563,78,4,1.846514133,tiled,180047318
50483498,79,4,1.852214606,tiled,180896640
46776347,80,4,1.821998549,tiled,173775875
50726857,81,4,1.85797904,tiled,180526884
50284839,82,4,1.855505067,tiled,179333643
50972725,83,4,1.863833177,tiled,180089641
49505743,84,4,1.852508508,tiled,177102460
51552146,85,4,1.901566684,tiled,179816717
50816313,86,4,1.868314914,tiled,178697581
51402616,87,4,1.866392669,tiled,179476992
48187934,88,4,1.841859897,tiled,172974280
51815721,89,4,1.869903572,tiled,179172636
51468009,90,4,1.866973028,tiled,178090621
52117931,91,4,1.87000002,tiled,178836633
50713515,92,4,1.857376936,tiled,176163272
52541482,93,4,1.877133674,tiled,178562703
52253986,94,4,1.875363832,tiled,177590261
52879257,95,4,1.879441125,tiled,178278098
49489833,96,4,1.852817101,tiled,172450797
53120777,97,4,1.880919483,tiled,178009433
52829614,98,4,1.881933563,tiled,177095524
53376122,99,4,1.883571564,tiled,177782701
52124194,100,4,1.875853004,tiled,175291040
53577658,101,4,1.877322819,tiled,177564266
54014201,102,4,1.892793822,tiled,176658416
53810058,103,4,1.882872718,tiled,177322361
50855434,104,4,1.866676379,tiled,171932650
53747283,105,4,1.880306795,tiled,177114229
53390175,106,4,1.875899336,tiled,176234432
53836234,107,4,1.880142656,tiled,176891548
52581044,108,4,1.868790483,tiled,174574545
53835970,109,4,1.874282671,tiled,176679666
53489212,110,4,1.870397743,tiled,175838289
53940623,111,4,1.871769146,tiled,176445728
51146039,112,4,1.8540448,tiled,171499004
53979055,113,4,1.868741361,tiled,176310099
53583903,114,4,1.862402517,tiled,175461324
54023422,115,4,1.88214877,tiled,176091892
52942739,116,4,1.856968349,tiled,173993317
54238370,117,4,1.864243927,tiled,175880664
53863868,118,4,1.860883028,tiled,175144311
54382029,119,4,1.858980523,tiled,175761258
51875503,120,4,1.841273256,tiled,171053821
54521909,121,4,1.862018588,tiled,175575311
54220126,122,4,1.860004357,tiled,174859106
54648220,123,4,1.862417771,tiled,175434433
53723413,124,4,1.855576951,tiled,173471365
54868106,125,4,1.862336077,tiled,175254394
54560040,126,4,1.860152943,tiled,174563666
54965205,127,4,1.861007921,tiled,175122836
52617391,128,4,1.848415569,tiled,170816897
55076359,129,4,1.860104202,tiled,175072357
54840586,130,4,1.863173605,tiled,174518604
54959275,131,4,1.856748231,tiled,175105230
54380182,132,4,1.852859024,tiled,173335512
55429731,133,4,1.857370622,tiled,175159608
55196939,134,4,1.85814509,tiled,174577719
55673851,135,4,1.858918754,tiled,175203264
53579226,136,4,1.84254485,tiled,171108141
55842048,137,4,1.861586276,tiled,175232043
55577452,138,4,1.856801174,tiled,174684822
56124824,139,4,1.843946388,tiled,175262532
55527034,140,4,1.88389356,tiled,173617850
56401222,141,4,1.855790354,tiled,175330666
56056884,142,4,1.851820603,tiled,174841247
56753434,143,4,1.861029403,tiled,175407751
54305763,144,4,1.846784509,tiled,171832423
57090360,145,4,1.862123049,tiled,175502095
56928847,146,4,1.851992775,tiled,175003284
57388600,147,4,1.85987346,tiled,175539139
56530499,148,4,1.855116983,tiled,174002431
57720975,149,4,1.864576427,tiled,175560013
57627602,150,4,1.860690372,tiled,175087182
58188549,151,4,1.861895691,tiled,175653920
55874072,152,4,1.85319696,tiled,172142365
58471020,153,4,1.86410249,tiled,175658494
58281860,154,4,1.860949776,tiled,175140882
58812798,155,4,1.863918411,tiled,175747643
57894194,156,4,1.858733991,tiled,174286219
59006813,157,4,1.86488463,tiled,175772617
58875015,158,4,1.865872581,tiled,175305680
59350872,159,4,1.865984293,tiled,175867444
56889861,160,4,1.852024294,tiled,172537762
59637679,161,4,1.865073378,tiled,176094077
59600297,162,4,1.866364454,tiled,175907234
59877825,163,4,1.864249136,tiled,176611782
59132528,164,4,1.862507188,tiled,175360106
60199901,165,4,1.869298186,tiled,177088708
59974540,166,4,1.86703507,tiled,176780690
60368588,167,4,1.866750093,tiled,177453344
58630255,168,4,1.857596341,tiled,174336712
60582314,169,4,1.8707303,tiled,177881693
60478372,170,4,1.860780673,tiled,177551949
60783082,171,4,1.850674874,tiled,178249648
60102152,172,4,1.865332615,tiled,177037722
60956009,173,4,1.871818399,tiled,178697627
60714166,174,4,1.869189864,tiled,178278138
61169045,175,4,1.875073886,tiled,178850916
59388410,176,4,1.859458446,tiled,175858083
61189725,177,4,1.873504628,tiled,179157251
61211373,178,4,1.87255766,tiled,178928520
61279576,179,4,1.875066408,tiled,179526380
60902501,180,4,1.871389364,tiled,178382355
61351599,181,4,1.8761895,tiled,179891019
61197942,182,4,1.87298724,tiled,179596853
61403209,183,4,1.878025752,tiled,180240674
60351778,184,4,1.871005767,tiled,177270097
61418019,185,4,1.873906122,tiled,180564148
61244485,186,4,1.873097877,tiled,180250893
61479877,187,4,1.876193035,tiled,180902528
61018684,188,4,1.87183733,tiled,179777674
61511431,189,4,1.871768729,tiled,181261091
61417617,190,4,1.872246775,tiled,180918518
61698591,191,4,1.874696018,tiled,181584490
60402428,192,4,1.863947858,tiled,178745445
61375154,193,4,1.91505207,tiled,182309237
61463746,194,4,1.872081415,tiled,182307120
61671247,195,4,1.87440612,tiled,183366938
61299428,196,4,1.865810375,tiled,182620555
61719049,197,4,1.873771362,tiled,184489391
61684320,198,4,1.868913245,tiled,184638884
61855744,199,4,1.870555497,tiled,185661300
61008022,200,4,1.860958802,tiled,183363883
61840665,201,4,1.870347741,tiled,186915961
61841826,202,4,1.870414454,tiled,187267740
61927510,203,4,1.849145426,tiled,188271733
61723565,204,4,1.858251792,tiled,187808235
62097077,205,4,1.861078607,tiled,189813007
62053355,206,4,1.861513777,tiled,190417036
62224175,207,4,1.871847732,tiled,191621969
60771211,208,4,1.859672407,tiled,189253852
62285505,209,4,1.874744782,tiled,193139376
62062952,210,4,1.873933816,tiled,193214278
62231238,211,4,1.877283996,tiled,194466937
61864399,212,4,1.871355521,tiled,193744893
62274072,213,4,1.877930925,tiled,195812203
62242728,214,4,1.876544724,tiled,196165760
62369682,215,4,1.879471105,tiled,197144012
61305564,216,4,1.868317602,tiled,194764541
62441766,217,4,1.877827117,tiled,198660335
62224886,218,4,1.877068609,tiled,198855880
62540794,219,4,1.87886421,tiled,200203871
62097464,220,4,1.875435219,tiled,199352073
62593562,221,4,1.878598558,tiled,201539558
62643053,222,4,1.878857685,tiled,201955668
62540320,223,4,1.889297431,tiled,202928786
61361717,224,4,1.869960183,tiled,200468363
62818505,225,4,1.875664944,tiled,206154038
62609454,226,4,1.877472536,tiled,207679108
62768246,227,4,1.876924731,tiled,210580977
62417507,228,4,1.873595116,tiled,211297811
62789523,229,4,1.87813686,tiled,214870545
62675321,230,4,1.875516458,tiled,216817897
62903701,231,4,1.878787458,tiled,219419565
61802338,232,4,1.869056574,tiled,218249532
62586512,233,4,1.876840902,tiled,224104517
62797748,234,4,1.875849165,tiled,225764554
62915758,235,4,1.869372588,tiled,228510104
62525121,236,4,1.876526551,tiled,229656156
63171639,237,4,1.877298679,tiled,233317863
62889360,238,4,1.877780557,tiled,235304609
63017628,239,4,1.880287825,tiled,238527900
61904220,240,4,1.871517854,tiled,237555396
63124736,241,4,1.878697153,tiled,242859170
62954682,242,4,1.880237537,tiled,244955948
63197180,243,4,1.876646785,tiled,248053867
62744201,244,4,1.869325242,tiled,248136970
63150681,245,4,1.877702016,tiled,252211065
63128362,246,4,1.880073023,tiled,254354523
63118608,247,4,1.92524964,tiled,256636406
62300246,248,4,1.871461959,tiled,255194090
63197362,249,4,1.880697887,tiled,261649785
63217841,250,4,1.875865099,tiled,263769753
63403897,251,4,1.884234897,tiled,265737840
62957180,252,4,1.879009553,tiled,266751848
63494654,253,4,1.878943147,tiled,271123351
63308732,254,4,1.88191308,tiled,272142122
63496581,255,4,1.882552755,tiled,275128870
62485523,256,4,1.876923367,tiled,273763511
63433567,257,4,1.871173525,tiled,284265550
63375646,258,4,1.880297569,tiled,288832562
63445334,259,4,1.884114207,tiled,295795312
63155947,260,4,1.864421883,tiled,300810558
63489806,261,4,1.883616062,tiled,308230929
63331016,262,4,1.882824441,tiled,312860017
63414722,263,4,1.880490845,tiled,319733717
62723747,264,4,1.877435875,tiled,322903541
63493669,265,4,1.881779907,tiled,331353705
63359020,266,4,1.88464707,tiled,336289616
63401670,267,4,1.880662151,tiled,342981823
63186511,268,4,1.882870574,tiled,348283769
63574412,269,4,1.886564308,tiled,354059588
63428236,270,4,1.88644466,tiled,359287085
63505137,271,4,1.882616047,tiled,366198705
62564909,272,4,1.875919918,tiled,370154630
63599941,273,4,1.888223509,tiled,377068084
63444322,274,4,1.887869561,tiled,381449703
63491211,275,4,1.872164079,tiled,387651515
63078534,276,4,1.878649125,tiled,392790067
63629467,277,4,1.890846451,tiled,399086667
