# HOSTNAME = prod2-0175
bs,llc_load_misses,rep,l1_load_misses,algo,wall_time
296,77288382,2,456565299,tiled,1.826902384
297,77887728,2,457087331,tiled,1.830844055
298,77680261,2,457690949,tiled,1.831083035
299,77998487,2,458844415,tiled,1.835338861
300,77759807,2,459506800,tiled,1.829243274
362,76408937,2,458486675,tiled,1.821131656
512,74053708,2,458357742,tiled,1.829002791
724,71725415,2,459384127,tiled,1.861721351
1024,69938013,2,458777325,tiled,1.866172041
1448,68472628,2,458395101,tiled,1.873581967
2048,76765674,2,454755461,tiled,2.054296513
2896,70119368,2,454339028,tiled,2.10253873
4096,45912825,2,454719757,tiled,1.915838526
5793,45401477,2,454521938,tiled,1.938157948
8192,46482567,2,454355926,tiled,1.94542352
11585,57692240,2,453285026,tiled,2.095305669
16384,46066197,2,453579137,tiled,1.998465279
23170,43695388,2,453099591,tiled,2.00971835
32768,43696605,2,453107863,tiled,2.009341907
46341,43702803,2,453119649,tiled,2.041958977
65536,43696896,2,453106708,tiled,2.008545473
92682,43692865,2,453094205,tiled,1.937588376
131072,43690570,2,453103896,tiled,2.009761186
185364,43690205,2,453094215,tiled,2.009812311
262144,43693494,2,453100266,tiled,2.007916834
370728,43693817,2,453097825,tiled,2.008795645
524288,43690586,2,453106030,tiled,2.00964661
741455,43699277,2,453116827,tiled,2.008455279
1,43698356,3,453087998,ij,2.006890563
1,43695478,3,453100335,ji,2.008563151
1,43696011,3,453102426,tiled,2.00880735
2,42379521,3,451728039,tiled,1.969920837
3,42382158,3,451713025,tiled,1.970160099
4,42426080,3,451776603,tiled,1.994706535
5,45405985,3,456060785,tiled,1.99253722
6,42353031,3,451681611,tiled,1.995447832
7,42368728,3,451664305,tiled,1.983257197
8,52457779,3,190603256,tiled,1.801420962
9,42918612,3,208041665,tiled,1.787432797
10,56742636,3,213858804,tiled,1.848896873
11,42967805,3,202533880,tiled,1.79106427
12,42803954,3,195066502,tiled,1.737592115
13,42851735,3,211673122,tiled,1.761017659
14,42868188,3,193843646,tiled,1.732187023
15,42927731,3,209953336,tiled,1.858187318
16,42402535,3,183857679,tiled,1.651771512
17,42915819,3,192071791,tiled,1.872455219
18,42867282,3,187212264,tiled,1.740771622
19,42975494,3,197603052,tiled,1.8454485
20,42865814,3,183407457,tiled,1.754155022
21,43092311,3,202414332,tiled,1.852512978
22,42970604,3,184104258,tiled,1.750882698
23,43237950,3,201839459,tiled,1.88648802
24,42845257,3,178102386,tiled,1.726220455
25,43133117,3,192668950,tiled,1.770796721
26,43451131,3,196463991,tiled,1.867934372
27,43459803,3,195065927,tiled,1.806148513
28,43543417,3,191028295,tiled,1.733764735
29,43970161,3,198687321,tiled,1.826119218
30,44210567,3,193059747,tiled,1.832161083
31,44626097,3,197694267,tiled,1.84684868
32,43353865,3,175168159,tiled,1.705290049
33,44009694,3,186320814,tiled,1.754212298
34,45346968,3,190164554,tiled,1.834800681
35,44746675,3,188151418,tiled,1.788628524
36,45512483,3,185545113,tiled,1.719820519
37,46108863,3,190738362,tiled,1.812415977
38,46841932,3,187717835,tiled,1.823945089
39,47166834,3,190420821,tiled,1.844203169
40,44680285,3,178582354,tiled,1.689358687
41,46346087,3,184899494,tiled,1.774066646
42,48699739,3,185686056,tiled,1.841381381
43,47730221,3,185998975,tiled,1.783947797
44,49325723,3,182539804,tiled,1.724311808
45,50621717,3,188783618,tiled,1.795357099
46,51779824,3,183755242,tiled,1.870841031
47,52475015,3,188907675,tiled,1.805336858
48,49364921,3,177647167,tiled,1.683871917
49,49421207,3,183310119,tiled,1.748382096
50,53526776,3,182241672,tiled,1.839024504
51,51951240,3,184836932,tiled,1.766347724
52,53061052,3,179729762,tiled,1.732219791
53,55392730,3,187297837,tiled,1.787044185
54,55700154,3,181040149,tiled,1.84473485
55,57064829,3,187085057,tiled,1.814091213
56,48786130,3,181149866,tiled,1.686409423
57,52265524,3,185703351,tiled,1.72696497
58,57508170,3,180079396,tiled,1.874204967
59,54574129,3,186748028,tiled,1.762589454
60,56434563,3,177532357,tiled,1.747995196
61,58040035,3,188691628,tiled,1.799143032
62,59031035,3,179086671,tiled,1.879857126
63,59376973,3,188757757,tiled,1.821038901
64,55211862,3,174533672,tiled,1.705183247
65,54577694,3,185345035,tiled,1.742241715
66,53926736,3,183907323,tiled,1.721027866
67,56587009,3,185947573,tiled,1.77798845
68,53664600,3,182999374,tiled,1.720866295
69,59386976,3,187576106,tiled,1.80331699
70,54461421,3,183149765,tiled,1.742495158
71,60737360,3,187840730,tiled,1.803305347
72,52510253,3,179147972,tiled,1.715199715
73,56411053,3,182779510,tiled,1.769472436
74,55642364,3,181599571,tiled,1.750216043
75,58241410,3,183563101,tiled,1.793249777
76,55312512,3,180825277,tiled,1.744628042
77,61545954,3,185287125,tiled,1.811769109
78,56094084,3,181003385,tiled,1.75906037
79,62638614,3,185386639,tiled,1.83158675
80,53965952,3,178785542,tiled,1.742615188
81,58203813,3,182115242,tiled,1.775082658
82,57354924,3,181110088,tiled,1.755202542
83,60210331,3,182920757,tiled,1.793624087
84,57322695,3,180566419,tiled,1.753858481
85,63546058,3,184620313,tiled,1.819454491
86,58327203,3,180768047,tiled,1.759592651
87,64361732,3,184558186,tiled,1.834217742
88,56177498,3,179745471,tiled,1.735563797
89,60356065,3,182719775,tiled,1.777754903
90,59879229,3,181834295,tiled,1.760919419
91,62470706,3,183582150,tiled,1.798464869
92,59843735,3,181300644,tiled,1.760880547
93,65647266,3,185192337,tiled,1.829059246
94,60845030,3,181413605,tiled,1.771178725
95,66419337,3,185222926,tiled,1.845781901
96,59015459,3,179636812,tiled,1.760626981
97,62704194,3,182375086,tiled,1.79094811
98,62311254,3,181727244,tiled,1.77703101
99,64641156,3,183270564,tiled,1.812626057
100,62296128,3,181245221,tiled,1.779728667
101,67140613,3,184923413,tiled,1.83095296
102,64096433,3,181412978,tiled,1.794206999
103,67479448,3,184815072,tiled,1.834427228
104,61208110,3,180329524,tiled,1.765744671
105,64467374,3,182782351,tiled,1.830360722
106,63911287,3,182090869,tiled,1.788911267
107,65957563,3,183639959,tiled,1.811261217
108,63750925,3,181634019,tiled,1.785674532
109,67854695,3,185105037,tiled,1.819683632
110,64646388,3,181873680,tiled,1.790921822
111,68209247,3,185386553,tiled,1.826631396
112,62572773,3,182675984,tiled,1.768178818
113,65670695,3,185354137,tiled,1.786085767
114,65114968,3,184479871,tiled,1.778105037
115,66521347,3,186081422,tiled,1.792542096
116,64959648,3,184202076,tiled,1.764342027
117,68033295,3,187500315,tiled,1.805908243
118,65676934,3,184550641,tiled,1.77678655
119,68510018,3,187839509,tiled,1.813638776
120,64173554,3,183738245,tiled,1.761101097
121,66596314,3,186253153,tiled,1.781803375
122,66238758,3,185440743,tiled,1.77230383
123,67588412,3,187001748,tiled,1.792944466
124,66223653,3,185113385,tiled,1.771876146
125,68901213,3,188015794,tiled,1.799903732
126,66537160,3,185458897,tiled,1.773652925
127,69169039,3,188393093,tiled,1.805460653
128,65263884,3,182791790,tiled,1.770067038
129,67462446,3,185274887,tiled,1.787579608
130,66959435,3,184567029,tiled,1.779013938
131,67841307,3,186126055,tiled,1.792433244
132,67002717,3,184625977,tiled,1.777355061
133,69988746,3,187495000,tiled,1.807932058
134,67357160,3,185159307,tiled,1.785213149
135,70636759,3,188172904,tiled,1.815054696
136,66335635,3,185286633,tiled,1.768027079
137,68503438,3,187603563,tiled,1.790760466
138,67966016,3,187150999,tiled,1.785218795
139,69677268,3,188812797,tiled,1.80067389
140,67937389,3,187539841,tiled,1.780039859
141,71500502,3,190519987,tiled,1.806023928
142,68385593,3,188016041,tiled,1.784500458
143,72223798,3,191550036,tiled,1.810996942
144,67472504,3,187881276,tiled,1.775890629
145,70063877,3,190406752,tiled,1.789763724
146,69492017,3,189975071,tiled,1.783886569
147,72511277,3,193445670,tiled,1.817052798
148,69515119,3,190360052,tiled,1.781506861
149,73401022,3,192982048,tiled,1.804052832
150,70330434,3,191156355,tiled,1.784086284
151,74439897,3,193924375,tiled,1.810594756
152,68985082,3,190930977,tiled,1.774590141
153,71878751,3,193151440,tiled,1.792078139
154,71034446,3,192566601,tiled,1.781984647
155,73461399,3,194537792,tiled,1.79536209
156,71407905,3,193073423,tiled,1.780746624
157,75150493,3,195796026,tiled,1.799880719
158,72174615,3,193625768,tiled,1.781488515
159,76363286,3,197041174,tiled,1.807248132
160,70444003,3,195081409,tiled,1.766518683
161,73765630,3,197640847,tiled,1.781701459
162,73305851,3,197303176,tiled,1.778280847
163,75192717,3,199802065,tiled,1.826907395
164,73228233,3,198434088,tiled,1.773832903
165,76846133,3,202237776,tiled,1.794255003
166,74022319,3,199879914,tiled,1.779272224
167,77640243,3,204020002,tiled,1.80308568
168,73131791,3,200942529,tiled,1.773808308
169,75713185,3,203686354,tiled,1.786741965
170,74945362,3,203247658,tiled,1.778236534
171,76910010,3,205668812,tiled,1.78991567
172,75287951,3,205812019,tiled,1.778714666
173,78634816,3,208594377,tiled,1.794254247
174,75736764,3,206905262,tiled,1.777426071
175,79267154,3,210572042,tiled,1.796975816
176,74853560,3,208761059,tiled,1.771783132
177,77250520,3,209481498,tiled,1.781838599
178,76841349,3,209461501,tiled,1.77501226
179,78307130,3,211361108,tiled,1.786249965
180,77002495,3,210907695,tiled,1.774124908
181,79933111,3,212623485,tiled,1.792071248
182,77361599,3,211790962,tiled,1.77944564
183,80722066,3,214043923,tiled,1.797012184
184,76103343,3,212650298,tiled,1.767814306
185,78735603,3,214580100,tiled,1.779917677
186,77984199,3,214208372,tiled,1.775330348
187,79662659,3,216047377,tiled,1.787785524
188,78046328,3,215321591,tiled,1.773521701
189,81087542,3,217849587,tiled,1.793063989
190,78732838,3,216520156,tiled,1.776966252
191,81692305,3,219447477,tiled,1.798039078
192,77491001,3,218105781,tiled,1.770980655
193,79928734,3,220508213,tiled,1.782622633
194,79210247,3,220600372,tiled,1.775111245
195,80662925,3,222966307,tiled,1.788743885
196,79334325,3,222696662,tiled,1.775726342
197,81717403,3,226151802,tiled,1.794096708
198,79865456,3,225131038,tiled,1.779130354
199,82055829,3,229296793,tiled,1.79972059
200,78848606,3,228234112,tiled,1.77137525
201,80504619,3,230017922,tiled,1.785859112
202,80304555,3,230969619,tiled,1.782509332
203,80989786,3,234652981,tiled,1.789321879
204,80352739,3,233630246,tiled,1.782856428
205,81941119,3,237557124,tiled,1.79520127
206,80457742,3,236075649,tiled,1.784309523
207,82239392,3,241223220,tiled,1.799696272
208,78931846,3,239325625,tiled,1.768596244
209,80756299,3,250105028,tiled,1.798785177
210,80449532,3,242369565,tiled,1.780589034
211,81356623,3,245777086,tiled,1.787403638
212,80300584,3,245139637,tiled,1.777363873
213,81873184,3,249051115,tiled,1.786226312
214,80927711,3,248138014,tiled,1.779437341
215,82223805,3,252777563,tiled,1.788143087
216,79664455,3,248870890,tiled,1.771632631
217,81192624,3,251136915,tiled,1.77899957
218,80824401,3,251438520,tiled,1.774085254
219,81785004,3,254709986,tiled,1.780105787
220,80728859,3,253627570,tiled,1.774995914
221,82615543,3,256332583,tiled,1.821240555
222,81312076,3,256779521,tiled,1.774264883
223,82309453,3,260993864,tiled,1.786848691
224,79911533,3,257751205,tiled,1.773734255
225,81641273,3,261397324,tiled,1.778987892
226,81141377,3,262257710,tiled,1.77692934
227,81724525,3,267381425,tiled,1.782934011
228,80843281,3,267043805,tiled,1.774770779
229,82010553,3,271611036,tiled,1.78748566
230,81175612,3,271051083,tiled,1.778132163
231,82187044,3,277304127,tiled,1.788228736
232,80123329,3,274851554,tiled,1.771616031
233,80909452,3,280368281,tiled,1.780633175
234,80985909,3,280983997,tiled,1.780509338
235,81428976,3,284824737,tiled,1.786650173
236,80726336,3,285711429,tiled,1.77809158
237,81727252,3,291443718,tiled,1.78884522
238,80803428,3,290824413,tiled,1.780077427
239,81779113,3,297158462,tiled,1.79328495
240,79986901,3,295807356,tiled,1.778582036
241,80954249,3,298571517,tiled,1.787138567
242,80693660,3,301438552,tiled,1.784660866
243,80998942,3,313597714,tiled,1.802264667
244,80478743,3,306197582,tiled,1.783509339
245,81458508,3,310965980,tiled,1.795474156
246,80839877,3,312276161,tiled,1.787158771
247,81521524,3,316742016,tiled,1.795141378
248,79777995,3,313979462,tiled,1.779642991
249,80838126,3,318496141,tiled,1.787938974
250,80790378,3,321399756,tiled,1.786237329
251,80909019,3,324058079,tiled,1.789931
252,80339855,3,325496781,tiled,1.784394822
253,81365986,3,332255217,tiled,1.795611405
254,80530470,3,330814387,tiled,1.785275297
255,81171362,3,336906412,tiled,1.800444989
256,79703532,3,334483310,tiled,1.783944388
257,80737490,3,341061754,tiled,1.794132096
258,80269936,3,342775958,tiled,1.791599497
259,80515235,3,348444544,tiled,1.798726185
260,80102070,3,350709281,tiled,1.795260933
261,80658992,3,357580825,tiled,1.798635628
262,79991840,3,358060202,tiled,1.796714276
263,80638813,3,365576709,tiled,1.804771986
264,79464739,3,365451493,tiled,1.795040539
265,80109038,3,371188673,tiled,1.798693364
266,79837967,3,373995091,tiled,1.800702102
267,79881902,3,379636096,tiled,1.80390608
268,79732868,3,382765694,tiled,1.800739274
269,80199366,3,388869761,tiled,1.81095334
270,79632049,3,389964974,tiled,1.806328472
271,80095245,3,396572504,tiled,1.815128961
272,78792019,3,397754693,tiled,1.803435251
273,79386556,3,404036360,tiled,1.811413777
274,79237435,3,405646205,tiled,1.811081968
275,79352030,3,411402057,tiled,1.816059017
276,78991422,3,414489400,tiled,1.812236125
277,79440584,3,424540157,tiled,1.826302226
278,78980685,3,421234551,tiled,1.815606008
279,79272782,3,426692933,tiled,1.853402342
280,78171243,3,428418983,tiled,1.822464007
281,79017797,3,434794342,tiled,1.82475859
282,78622660,3,436192511,tiled,1.833994294
283,78737198,3,442424413,tiled,1.833062415
284,78099337,3,443363261,tiled,1.820913383
285,78858942,3,449271957,tiled,1.830468693
286,78228679,3,451179723,tiled,1.826895759
287,78668629,3,454113913,tiled,1.83478603
288,77333154,3,455759095,tiled,1.824861116
289,78082287,3,457483782,tiled,1.830121555
290,78137835,3,458467244,tiled,1.830386331
291,78151100,3,457513312,tiled,1.831117066
292,77793661,3,456391783,tiled,1.828917301
293,78265019,3,457904959,tiled,1.838123839
294,77949938,3,458280387,tiled,1.830985295
295,78631572,3,460395727,tiled,1.839702117
296,77293033,3,456580342,tiled,1.825385185
297,77940520,3,457082694,tiled,1.830442962
298,77683076,3,457667686,tiled,1.830096276
299,78020214,3,458846824,tiled,1.833223112
300,77769492,3,459511185,tiled,1.828142996
362,76437320,3,458508761,tiled,1.818685075
512,74083060,3,458379566,tiled,1.825861463
724,71735900,3,459374582,tiled,1.863294198
1024,69930811,3,458778409,tiled,1.868141904
1448,68466871,3,458372910,tiled,1.871906329
2048,76763288,3,454765538,tiled,2.050107675
2896,70120761,3,454336273,tiled,2.103829694
4096,45906604,3,454711725,tiled,1.927345636
5793,45406422,3,454528857,tiled,1.937390573
8192,46485102,3,454351189,tiled,1.942665711
11585,57699738,3,453278503,tiled,2.092654726
16384,46068231,3,453585387,tiled,2.000521789
23170,43695027,3,453105511,tiled,2.008063893
32768,43697021,3,453104040,tiled,2.007445421
46341,43690949,3,453104308,tiled,2.008713582
65536,43691271,3,453106555,tiled,2.009830347
92682,43698111,3,453104889,tiled,2.008958448
131072,43693778,3,453108465,tiled,2.005079216
185364,43694111,3,453098159,tiled,2.005903191
262144,43694472,3,453101505,tiled,2.009918008
370728,43691695,3,453105491,tiled,2.007776883
524288,43695604,3,453097863,tiled,2.010505793
741455,43696934,3,453098062,tiled,2.008391385
1,43689798,4,453103071,ij,2.009312272
1,43689671,4,453091410,ji,2.009652193
1,43696040,4,453095759,tiled,2.010645467
2,42383199,4,451716837,tiled,1.972373228
3,42380849,4,451715094,tiled,1.97090258
4,42424413,4,451779775,tiled,1.995420216
5,45386155,4,456025867,tiled,1.991367591
6,42356230,4,451691528,tiled,1.996086525
7,42367524,4,451645293,tiled,1.983586163
8,52460924,4,190633289,tiled,1.801249803
9,42918789,4,207998206,tiled,1.821752594
10,56740939,4,213847816,tiled,1.852705614
11,42967211,4,202537467,tiled,1.790664728
12,42804453,4,195081246,tiled,1.746818716
13,42853325,4,211665287,tiled,1.761052263
14,42867461,4,193846097,tiled,1.731382406
15,42925975,4,209951276,tiled,1.859571076
16,42399332,4,183874876,tiled,1.64877523
17,42906943,4,192063768,tiled,1.869527219
18,42860779,4,187218706,tiled,1.739811859
19,42958453,4,197609966,tiled,1.842717416
20,42861325,4,183403819,tiled,1.751150148
21,43060836,4,202410131,tiled,1.850250251
22,42951839,4,184108388,tiled,1.747406534
23,43180783,4,201827273,tiled,1.885367347
24,42828398,4,178107454,tiled,1.727850185
25,43101976,4,192659067,tiled,1.768861546
26,43407512,4,196365833,tiled,1.867503878
27,43413062,4,195059552,tiled,1.808080361
28,43510729,4,191010015,tiled,1.736816499
29,43913844,4,198686881,tiled,1.828777818
30,44198685,4,193055063,tiled,1.829042964
31,44616790,4,197768448,tiled,1.845840973
32,43335155,4,175157783,tiled,1.682366061
33,44008212,4,186334055,tiled,1.747885181
34,45381006,4,190155499,tiled,1.820507162
35,44753975,4,188121400,tiled,1.788345797
36,45549368,4,185562869,tiled,1.717755164
37,46117803,4,190765716,tiled,1.809905359
38,46923471,4,187725854,tiled,1.82724813
39,47226617,4,190446243,tiled,1.845017175
40,44686082,4,178583278,tiled,1.690027569
41,46363086,4,184901167,tiled,1.771793683
42,48753964,4,185648578,tiled,1.841043567
43,47768968,4,185988439,tiled,1.786262573
44,49133219,4,182539122,tiled,1.724307345
45,50556373,4,188783276,tiled,1.795939839
46,51213637,4,183771078,tiled,1.836533939
47,52396142,4,188887771,tiled,1.806029317
48,49329082,4,177653341,tiled,1.684419526
49,49432036,4,183325157,tiled,1.742785324
50,53500224,4,182249945,tiled,1.841357192
51,51951086,4,184832827,tiled,1.764101634
52,53073748,4,179723787,tiled,1.732353085
53,55360201,4,187306913,tiled,1.787897394
54,55674721,4,181033664,tiled,1.848788258
55,57048836,4,187074549,tiled,1.81302188
56,48768655,4,181154834,tiled,1.683769894
57,52250091,4,185711634,tiled,1.727982839
58,57540648,4,180075013,tiled,1.873486378
59,54584406,4,186748144,tiled,1.762583475
60,56457208,4,177520532,tiled,1.747734506
61,58078274,4,188690405,tiled,1.799455121
62,59081833,4,179086614,tiled,1.88226814
63,59420777,4,188768105,tiled,1.82267723
64,55186280,4,174531920,tiled,1.705519641
65,54613288,4,185339034,tiled,1.74416285
66,53895194,4,183921898,tiled,1.723920467
67,56963127,4,185897762,tiled,1.8009222
68,53661217,4,182978576,tiled,1.731169865
69,59437683,4,187568299,tiled,1.804113748
70,54470661,4,183131320,tiled,1.742019385
71,60751321,4,187849942,tiled,1.824708554
72,52527149,4,179142815,tiled,1.717724377
73,56414921,4,182782040,tiled,1.765735137
74,55627164,4,181600097,tiled,1.751030767
75,58212314,4,183555858,tiled,1.793227276
76,55294682,4,180819459,tiled,1.741076172
77,61567887,4,185272980,tiled,1.808370192
78,56083987,4,181000422,tiled,1.749012588
79,62628536,4,185383563,tiled,1.829753983
80,53935799,4,178792132,tiled,1.737013293
81,58149187,4,182120524,tiled,1.766203908
82,57336187,4,181104280,tiled,1.743617968
83,60219665,4,182920279,tiled,1.776870175
84,57319093,4,180580427,tiled,1.730141606
85,63492621,4,184628536,tiled,1.79653891
86,58321207,4,180765227,tiled,1.740545485
87,64348204,4,184653600,tiled,1.820705832
88,56094579,4,179749762,tiled,1.70775312
89,60309193,4,182713780,tiled,1.778435617
90,59828144,4,181835815,tiled,1.75316122
91,62458840,4,183576234,tiled,1.796405311
92,59773453,4,181291515,tiled,1.761323588
93,65635220,4,185178975,tiled,1.829668694
94,60832139,4,181428854,tiled,1.766673086
95,66430700,4,185217976,tiled,1.842040528
96,58987293,4,179643595,tiled,1.756092818
97,62740079,4,182376527,tiled,1.789920838
98,62349361,4,181741252,tiled,1.772354195
99,64654701,4,183289302,tiled,1.814082107
100,62357782,4,181249754,tiled,1.772960851
101,67232925,4,184928851,tiled,1.832918656
102,64146936,4,181394138,tiled,1.796897251
103,67563204,4,184829429,tiled,1.834487347
104,61268978,4,180335118,tiled,1.763647966
105,64430597,4,182799363,tiled,1.800366816
106,63956317,4,182078013,tiled,1.790508102
107,65989300,4,183657305,tiled,1.804814367
108,63764003,4,181643445,tiled,1.779765886
109,67856504,4,185121179,tiled,1.819211101
110,64638038,4,181883181,tiled,1.787500386
111,68262065,4,185391832,tiled,1.814360606
112,62627520,4,182680493,tiled,1.765173771
113,65694527,4,185350254,tiled,1.783329528
114,65126743,4,184475310,tiled,1.770817365
115,66543169,4,186080902,tiled,1.791654429
116,65018659,4,184195017,tiled,1.768590054
117,68125211,4,187504672,tiled,1.807293755
118,65742404,4,184545518,tiled,1.777575051
119,68555056,4,187838778,tiled,1.811201031
120,64235421,4,183743540,tiled,1.762523674
121,66701212,4,186261320,tiled,1.779708153
122,66292286,4,185465683,tiled,1.774476169
123,67612509,4,186949626,tiled,1.792607593
124,66312546,4,185104803,tiled,1.772746064
125,68899505,4,188020370,tiled,1.802030345
126,66864261,4,185364245,tiled,1.802087102
127,69220640,4,188401039,tiled,1.804603098
128,65337942,4,182778835,tiled,1.765744633
129,67559147,4,185217322,tiled,1.814127235
130,67055593,4,184564035,tiled,1.780039156
131,67882318,4,186113973,tiled,1.79157304
132,67083196,4,184607406,tiled,1.77719862
133,70019336,4,187501621,tiled,1.80688051
134,67446907,4,185160859,tiled,1.781489761
135,70713652,4,188164446,tiled,1.816525613
136,66432422,4,185281740,tiled,1.768859419
137,68547118,4,187597661,tiled,1.790695716
138,67944191,4,187206105,tiled,1.782886503
139,69664365,4,188833521,tiled,1.799809775
140,68030203,4,187516150,tiled,1.781619994
141,71501707,4,190535995,tiled,1.80671684
142,68453231,4,188034305,tiled,1.783054027
143,72239141,4,191535217,tiled,1.811231582
144,67550703,4,187880881,tiled,1.775310792
145,70079068,4,190389124,tiled,1.792213378
146,69499584,4,189970246,tiled,1.784007019
147,72157019,4,192857999,tiled,1.814068231
148,69573173,4,190356774,tiled,1.781030679
149,73303420,4,192979010,tiled,1.804527261
150,70431253,4,191169197,tiled,1.786809873
151,74419215,4,193913839,tiled,1.809791706
152,69082922,4,190917106,tiled,1.774464094
153,71858298,4,193176747,tiled,1.79138852
154,71115724,4,192549200,tiled,1.783145601
155,73454979,4,194521814,tiled,1.795379554
156,71503799,4,193062375,tiled,1.780660105
157,75126120,4,195805610,tiled,1.798100876
158,72255962,4,193606843,tiled,1.781398229
159,76375608,4,197028951,tiled,1.807319858
160,70565607,4,195025134,tiled,1.76334343
161,73783871,4,197619148,tiled,1.783446009
162,76044904,4,197217885,tiled,1.776799437
163,75026735,4,199864912,tiled,1.787364037
164,73308636,4,198453518,tiled,1.775608327
165,76827948,4,202242505,tiled,1.794478282
166,74111436,4,199886121,tiled,1.777780342
167,77568097,4,204106278,tiled,1.797344195
168,73330398,4,201467087,tiled,1.775578004
169,75702867,4,203658392,tiled,1.787209982
170,75007583,4,203262965,tiled,1.780535361
171,76929458,4,205537788,tiled,1.804785981
172,75097835,4,204877186,tiled,1.777814392
173,78615834,4,208617121,tiled,1.795541085
174,75834872,4,206834056,tiled,1.778594103
175,79317118,4,210504386,tiled,1.798184867
176,74722946,4,207272896,tiled,1.770342693
177,77241701,4,209498035,tiled,1.781367502
178,76845245,4,209448317,tiled,1.776119095
179,78360550,4,211292487,tiled,1.787002675
180,76987965,4,210904993,tiled,1.772606199
181,79916853,4,212599297,tiled,1.788833409
182,77553629,4,212584203,tiled,1.775076126
183,80688146,4,214068358,tiled,1.79720227
184,76572103,4,211600221,tiled,1.818192305
185,78711255,4,214609215,tiled,1.780863899
186,78011930,4,214184207,tiled,1.776944478
187,79737658,4,215661614,tiled,1.786057876
188,78097544,4,215226106,tiled,1.773125362
189,81092325,4,217762549,tiled,1.794544332
190,78769384,4,216414567,tiled,1.775784375
191,81688607,4,219398960,tiled,1.798528908
192,77498468,4,218041082,tiled,1.770335641
193,79927101,4,220423233,tiled,1.782281561
194,79238602,4,220562546,tiled,1.775412036
195,80607706,4,222920871,tiled,1.786390272
196,79275185,4,222691929,tiled,1.774098262
197,81650814,4,226195866,tiled,1.793745483
198,79818812,4,225125381,tiled,1.779921409
199,82041711,4,229266050,tiled,1.799072434
200,78857099,4,228234001,tiled,1.770626111
201,80480963,4,229966647,tiled,1.785128261
202,80313256,4,230857447,tiled,1.78286438
203,81014226,4,234513681,tiled,1.790611905
204,80395053,4,233447742,tiled,1.783129083
205,81931291,4,237505578,tiled,1.794135079
206,80410526,4,236035351,tiled,1.781573881
207,82229922,4,241179402,tiled,1.79813097
208,78945499,4,239241516,tiled,1.773851698
209,80735839,4,250082375,tiled,1.79761017
210,80435479,4,242283068,tiled,1.779072953
211,81325150,4,245762237,tiled,1.783837284
212,80284628,4,245088126,tiled,1.775105888
213,81860586,4,248992203,tiled,1.785232168
214,80933399,4,248090495,tiled,1.77916788
215,82232564,4,252743449,tiled,1.788103494
216,79627129,4,248875006,tiled,1.769532784
217,81273620,4,250771873,tiled,1.777877587
218,80832355,4,251383944,tiled,1.774962672
219,81802558,4,254597821,tiled,1.780323459
220,80751030,4,253513024,tiled,1.771879742
221,82134968,4,257706563,tiled,1.783051796
222,81293121,4,256724743,tiled,1.774474477
223,82332881,4,260912463,tiled,1.787567583
224,79872647,4,257923156,tiled,1.76851454
225,81614495,4,261408687,tiled,1.778794902
226,81088510,4,262234920,tiled,1.775029263
227,81728193,4,267323676,tiled,1.783274669
228,80872174,4,266935200,tiled,1.774773516
229,82023278,4,271477383,tiled,1.789063888
230,81141740,4,270989990,tiled,1.777235171
231,82185710,4,277240323,tiled,1.790206343
232,80120816,4,274800044,tiled,1.771921188
233,80906893,4,280243329,tiled,1.781315223
234,80939841,4,280995914,tiled,1.779049832
235,81384551,4,284813087,tiled,1.784159461
236,80758793,4,285585516,tiled,1.779512487
237,81742809,4,291389988,tiled,1.789867546
238,80798450,4,290784334,tiled,1.78115759
239,81773134,4,297072954,tiled,1.791134593
240,79989175,4,295698092,tiled,1.777092518
241,80944767,4,298542920,tiled,1.784651423
242,80706976,4,301327627,tiled,1.783121982
243,81029533,4,313413418,tiled,1.809003583
244,80479690,4,306160294,tiled,1.783903456
245,81497931,4,310926994,tiled,1.793838845
246,80838680,4,312234681,tiled,1.787638455
247,81659378,4,316338684,tiled,1.793807647
248,79815722,4,313801551,tiled,1.780039035
249,80840425,4,318463482,tiled,1.78694739
250,80770017,4,321403973,tiled,1.786611158
251,80955720,4,323946985,tiled,1.791048567
252,80340018,4,325441591,tiled,1.786015172
253,81371733,4,332192475,tiled,1.796097128
254,80493586,4,330771989,tiled,1.787140475
255,81177970,4,336856657,tiled,1.79963952
256,79733716,4,334508476,tiled,1.784748695
257,80775920,4,341018759,tiled,1.79350895
258,80285702,4,342729899,tiled,1.7897567
259,80521998,4,348389071,tiled,1.797843915
260,80109734,4,350672930,tiled,1.794365501
261,80662684,4,357535642,tiled,1.802118238
262,80026197,4,357949183,tiled,1.797162228
263,80625350,4,365587539,tiled,1.804705011
264,79464090,4,365477300,tiled,1.793718773
265,80047834,4,371415472,tiled,1.800579731
266,79840974,4,374005472,tiled,1.800861945
267,79922868,4,379622015,tiled,1.805784265
268,79689515,4,382764047,tiled,1.798949557
269,80178814,4,388861401,tiled,1.809828961
270,79588467,4,390031719,tiled,1.806755363
271,80111397,4,396522475,tiled,1.813486374
272,78785255,4,397739681,tiled,1.803825407
273,79394265,4,404035906,tiled,1.812374505
274,79210308,4,405657147,tiled,1.806422249
275,79366933,4,411347750,tiled,1.808705371
276,78984931,4,414402311,tiled,1.807194733
277,79446795,4,424456894,tiled,1.807222559
